sample_name,sex,dataset,super-population,sub-population
NA12813,Female,ThousandGenomes,EUR,CEU
NA12814,Male,ThousandGenomes,EUR,CEU
NA12815,Female,ThousandGenomes,EUR,CEU
NA12817,Male,ThousandGenomes,EUR,CEU
NA12818,Female,ThousandGenomes,EUR,CEU
NA12827,Male,ThousandGenomes,EUR,CEU
NA12828,Female,ThousandGenomes,EUR,CEU
NA12829,Male,ThousandGenomes,EUR,CEU
NA12830A,Female,ThousandGenomes,EUR,CEU
NA12832,Female,ThousandGenomes,EUR,CEU
NA12842,Male,ThousandGenomes,EUR,CEU
NA12843,Female,ThousandGenomes,EUR,CEU
NA12864,Male,ThousandGenomes,EUR,CEU
NA12865,Unknown,ThousandGenomes,EUR,CEU
NA12872,Male,ThousandGenomes,EUR,CEU
NA12873,Female,ThousandGenomes,EUR,CEU
NA12874,Male,ThousandGenomes,EUR,CEU
NA12875,Female,ThousandGenomes,EUR,CEU
NA12877,Male,ThousandGenomes,EUR,CEU
NA12878,Female,ThousandGenomes,EUR,CEU
NA12889,Male,ThousandGenomes,EUR,CEU
NA12890,Female,ThousandGenomes,EUR,CEU
NA12891,Male,ThousandGenomes,EUR,CEU
NA12892,Female,ThousandGenomes,EUR,CEU
NA18484,Female,ThousandGenomes,AFR,YRI
NA18485,Male,ThousandGenomes,AFR,YRI
NA18486,Male,ThousandGenomes,AFR,YRI
NA18487,Male,ThousandGenomes,AFR,YRI
NA18488,Female,ThousandGenomes,AFR,YRI
NA18489,Female,ThousandGenomes,AFR,YRI
NA18497,Male,ThousandGenomes,AFR,YRI
NA18498,Male,ThousandGenomes,AFR,YRI
NA18499,Female,ThousandGenomes,AFR,YRI
NA18500,Male,ThousandGenomes,AFR,YRI
NA18501,Male,ThousandGenomes,AFR,YRI
NA18502,Female,ThousandGenomes,AFR,YRI
NA18503,Male,ThousandGenomes,AFR,YRI
NA18504,Male,ThousandGenomes,AFR,YRI
NA18505,Female,ThousandGenomes,AFR,YRI
NA18506,Male,ThousandGenomes,AFR,YRI
NA18507,Male,ThousandGenomes,AFR,YRI
NA18508,Female,ThousandGenomes,AFR,YRI
NA18510,Male,ThousandGenomes,AFR,YRI
NA18511,Female,ThousandGenomes,AFR,YRI
NA18515,Male,ThousandGenomes,AFR,YRI
NA18516,Male,ThousandGenomes,AFR,YRI
NA18517,Female,ThousandGenomes,AFR,YRI
NA18518,Female,ThousandGenomes,AFR,YRI
NA18519,Male,ThousandGenomes,AFR,YRI
NA18520,Female,ThousandGenomes,AFR,YRI
NA18521,Male,ThousandGenomes,AFR,YRI
NA18522,Male,ThousandGenomes,AFR,YRI
NA18523,Female,ThousandGenomes,AFR,YRI
NA18525,Female,ThousandGenomes,EAS,CHB
NA18526,Female,ThousandGenomes,EAS,CHB
NA18528,Female,ThousandGenomes,EAS,CHB
NA18530,Male,ThousandGenomes,EAS,CHB
NA18531,Female,ThousandGenomes,EAS,CHB
NA18532,Female,ThousandGenomes,EAS,CHB
NA18533,Female,ThousandGenomes,EAS,CHB
NA18534,Male,ThousandGenomes,EAS,CHB
NA18535,Female,ThousandGenomes,EAS,CHB
NA18536,Male,ThousandGenomes,EAS,CHB
NA18537,Female,ThousandGenomes,EAS,CHB
NA18538,Female,ThousandGenomes,EAS,CHB
NA18539,Female,ThousandGenomes,EAS,CHB
NA18541,Female,ThousandGenomes,EAS,CHB
NA18542,Female,ThousandGenomes,EAS,CHB
NA18543,Male,ThousandGenomes,EAS,CHB
NA18544,Male,ThousandGenomes,EAS,CHB
NA18545,Female,ThousandGenomes,EAS,CHB
NA18546,Male,ThousandGenomes,EAS,CHB
NA18547,Female,ThousandGenomes,EAS,CHB
NA18548,Male,ThousandGenomes,EAS,CHB
NA18549,Male,ThousandGenomes,EAS,CHB
NA18550,Female,ThousandGenomes,EAS,CHB
NA18552,Female,ThousandGenomes,EAS,CHB
NA18553,Female,ThousandGenomes,EAS,CHB
NA18555,Female,ThousandGenomes,EAS,CHB
NA18557,Male,ThousandGenomes,EAS,CHB
NA18558,Male,ThousandGenomes,EAS,CHB
NA18559,Male,ThousandGenomes,EAS,CHB
NA18560,Female,ThousandGenomes,EAS,CHB
NA18561,Male,ThousandGenomes,EAS,CHB
NA18562,Male,ThousandGenomes,EAS,CHB
NA18563,Male,ThousandGenomes,EAS,CHB
NA18564,Female,ThousandGenomes,EAS,CHB
NA18565,Female,ThousandGenomes,EAS,CHB
NA18566,Female,ThousandGenomes,EAS,CHB
NA18567,Female,ThousandGenomes,EAS,CHB
NA18570,Female,ThousandGenomes,EAS,CHB
NA18571,Female,ThousandGenomes,EAS,CHB
NA18572,Male,ThousandGenomes,EAS,CHB
NA18573,Female,ThousandGenomes,EAS,CHB
NA18574,Female,ThousandGenomes,EAS,CHB
NA18577,Female,ThousandGenomes,EAS,CHB
NA18579,Female,ThousandGenomes,EAS,CHB
NA18582,Female,ThousandGenomes,EAS,CHB
NA18591,Female,ThousandGenomes,EAS,CHB
NA18592,Female,ThousandGenomes,EAS,CHB
NA18593,Female,ThousandGenomes,EAS,CHB
NA18595,Female,ThousandGenomes,EAS,CHB
NA18596,Female,ThousandGenomes,EAS,CHB
NA18597,Female,ThousandGenomes,EAS,CHB
NA18599,Female,ThousandGenomes,EAS,CHB
NA18602,Female,ThousandGenomes,EAS,CHB
NA18603,Male,ThousandGenomes,EAS,CHB
NA18605,Male,ThousandGenomes,EAS,CHB
NA18606,Male,ThousandGenomes,EAS,CHB
NA18608,Male,ThousandGenomes,EAS,CHB
NA18609,Male,ThousandGenomes,EAS,CHB
NA18610,Female,ThousandGenomes,EAS,CHB
NA18611,Male,ThousandGenomes,EAS,CHB
NA18612,Male,ThousandGenomes,EAS,CHB
NA18613,Male,ThousandGenomes,EAS,CHB
NA18614,Female,ThousandGenomes,EAS,CHB
NA18615,Female,ThousandGenomes,EAS,CHB
NA18616,Female,ThousandGenomes,EAS,CHB
NA18617,Female,ThousandGenomes,EAS,CHB
NA18618,Female,ThousandGenomes,EAS,CHB
NA18619,Female,ThousandGenomes,EAS,CHB
NA18620,Male,ThousandGenomes,EAS,CHB
NA18621,Male,ThousandGenomes,EAS,CHB
NA18622,Male,ThousandGenomes,EAS,CHB
NA18623,Male,ThousandGenomes,EAS,CHB
NA18624,Male,ThousandGenomes,EAS,CHB
NA18625,Female,ThousandGenomes,EAS,CHB
NA18626,Female,ThousandGenomes,EAS,CHB
NA18627,Female,ThousandGenomes,EAS,CHB
NA18628,Female,ThousandGenomes,EAS,CHB
NA18629,Male,ThousandGenomes,EAS,CHB
NA18630,Female,ThousandGenomes,EAS,CHB
NA18631,Female,ThousandGenomes,EAS,CHB
NA18632,Male,ThousandGenomes,EAS,CHB
NA18633,Male,ThousandGenomes,EAS,CHB
NA18634,Female,ThousandGenomes,EAS,CHB
NA18635,Male,ThousandGenomes,EAS,CHB
NA18636,Male,ThousandGenomes,EAS,CHB
NA18637,Male,ThousandGenomes,EAS,CHB
NA18638,Male,ThousandGenomes,EAS,CHB
NA18639,Male,ThousandGenomes,EAS,CHB
NA18640,Female,ThousandGenomes,EAS,CHB
NA18641,Female,ThousandGenomes,EAS,CHB
NA18642,Female,ThousandGenomes,EAS,CHB
NA18643,Male,ThousandGenomes,EAS,CHB
NA18644,Female,ThousandGenomes,EAS,CHB
NA18645,Male,ThousandGenomes,EAS,CHB
NA18646,Female,ThousandGenomes,EAS,CHB
NA18647,Male,ThousandGenomes,EAS,CHB
NA18648,Male,ThousandGenomes,EAS,CHB
NA18740,Male,ThousandGenomes,EAS,CHB
NA18745,Male,ThousandGenomes,EAS,CHB
NA18747,Male,ThousandGenomes,EAS,CHB
NA18748,Male,ThousandGenomes,EAS,CHB
NA18749,Male,ThousandGenomes,EAS,CHB
NA18757,Male,ThousandGenomes,EAS,CHB
NA18852,Female,ThousandGenomes,AFR,YRI
NA18853,Male,ThousandGenomes,AFR,YRI
NA18854,Male,ThousandGenomes,AFR,YRI
NA18855,Female,ThousandGenomes,AFR,YRI
NA18856,Male,ThousandGenomes,AFR,YRI
NA18857,Male,ThousandGenomes,AFR,YRI
NA18858,Female,ThousandGenomes,AFR,YRI
NA18859,Male,ThousandGenomes,AFR,YRI
NA18860,Male,ThousandGenomes,AFR,YRI
NA18861,Female,ThousandGenomes,AFR,YRI
NA18862,Male,ThousandGenomes,AFR,YRI
NA18863,Male,ThousandGenomes,AFR,YRI
NA18864,Unknown,ThousandGenomes,AFR,YRI
NA18865,Male,ThousandGenomes,AFR,YRI
NA18867,Female,ThousandGenomes,AFR,YRI
NA18868,Male,ThousandGenomes,AFR,YRI
NA18869,Male,ThousandGenomes,AFR,YRI
NA18870,Female,ThousandGenomes,AFR,YRI
NA18871,Male,ThousandGenomes,AFR,YRI
NA18872,Male,ThousandGenomes,AFR,YRI
NA18873,Female,ThousandGenomes,AFR,YRI
NA18874A,Male,ThousandGenomes,AFR,YRI
NA18875,Female,ThousandGenomes,AFR,YRI
NA18876,Female,ThousandGenomes,AFR,YRI
NA18877,Male,ThousandGenomes,AFR,YRI
NA18878,Female,ThousandGenomes,AFR,YRI
NA18879,Male,ThousandGenomes,AFR,YRI
NA18881,Female,ThousandGenomes,AFR,YRI
NA18906,Female,ThousandGenomes,AFR,YRI
NA18907,Female,ThousandGenomes,AFR,YRI
NA18908,Male,ThousandGenomes,AFR,YRI
NA18909,Female,ThousandGenomes,AFR,YRI
NA18910,Male,ThousandGenomes,AFR,YRI
NA18911,Male,ThousandGenomes,AFR,YRI
NA18912,Female,ThousandGenomes,AFR,YRI
NA18913,Male,ThousandGenomes,AFR,YRI
NA18914,Male,ThousandGenomes,AFR,YRI
NA18915,Male,ThousandGenomes,AFR,YRI
NA18916,Female,ThousandGenomes,AFR,YRI
NA18917,Male,ThousandGenomes,AFR,YRI
NA18923,Male,ThousandGenomes,AFR,YRI
NA18924,Female,ThousandGenomes,AFR,YRI
NA18925,Male,ThousandGenomes,AFR,YRI
NA18930,Female,ThousandGenomes,AFR,YRI
NA18933,Female,ThousandGenomes,AFR,YRI
NA18934,Male,ThousandGenomes,AFR,YRI
NA18935,Male,ThousandGenomes,AFR,YRI
NA18939,Female,ThousandGenomes,EAS,JPT
NA18940,Male,ThousandGenomes,EAS,JPT
NA18941,Female,ThousandGenomes,EAS,JPT
NA18942,Female,ThousandGenomes,EAS,JPT
NA18943,Male,ThousandGenomes,EAS,JPT
NA18944,Male,ThousandGenomes,EAS,JPT
NA18945,Male,ThousandGenomes,EAS,JPT
NA18946,Female,ThousandGenomes,EAS,JPT
NA18947,Female,ThousandGenomes,EAS,JPT
NA18948,Male,ThousandGenomes,EAS,JPT
NA18949,Female,ThousandGenomes,EAS,JPT
NA18950,Female,ThousandGenomes,EAS,JPT
NA18951,Female,ThousandGenomes,EAS,JPT
NA18952,Male,ThousandGenomes,EAS,JPT
NA18953,Male,ThousandGenomes,EAS,JPT
NA18954,Female,ThousandGenomes,EAS,JPT
NA18956,Female,ThousandGenomes,EAS,JPT
NA18957,Female,ThousandGenomes,EAS,JPT
NA18959,Male,ThousandGenomes,EAS,JPT
NA18960,Male,ThousandGenomes,EAS,JPT
NA18961,Male,ThousandGenomes,EAS,JPT
NA18962,Male,ThousandGenomes,EAS,JPT
NA18963,Female,ThousandGenomes,EAS,JPT
NA18964,Female,ThousandGenomes,EAS,JPT
NA18965,Male,ThousandGenomes,EAS,JPT
NA18966,Male,ThousandGenomes,EAS,JPT
NA18967,Male,ThousandGenomes,EAS,JPT
NA18968,Female,ThousandGenomes,EAS,JPT
NA18969,Female,ThousandGenomes,EAS,JPT
NA18970,Male,ThousandGenomes,EAS,JPT
NA18971,Male,ThousandGenomes,EAS,JPT
NA18972,Female,ThousandGenomes,EAS,JPT
NA18973,Female,ThousandGenomes,EAS,JPT
NA18974,Male,ThousandGenomes,EAS,JPT
NA18975,Female,ThousandGenomes,EAS,JPT
NA18976,Female,ThousandGenomes,EAS,JPT
NA18977,Male,ThousandGenomes,EAS,JPT
NA18978,Unknown,ThousandGenomes,EAS,JPT
NA18979,Female,ThousandGenomes,EAS,JPT
NA18980,Female,ThousandGenomes,EAS,JPT
NA18981,Female,ThousandGenomes,EAS,JPT
NA18982,Male,ThousandGenomes,EAS,JPT
NA18983,Male,ThousandGenomes,EAS,JPT
NA18984,Male,ThousandGenomes,EAS,JPT
NA18985,Male,ThousandGenomes,EAS,JPT
NA18986,Male,ThousandGenomes,EAS,JPT
NA18987,Female,ThousandGenomes,EAS,JPT
NA18988,Male,ThousandGenomes,EAS,JPT
NA18989,Male,ThousandGenomes,EAS,JPT
NA18990,Male,ThousandGenomes,EAS,JPT
NA18991,Female,ThousandGenomes,EAS,JPT
NA18992,Female,ThousandGenomes,EAS,JPT
NA18993,Female,ThousandGenomes,EAS,JPT
NA18994,Male,ThousandGenomes,EAS,JPT
NA18995,Male,ThousandGenomes,EAS,JPT
NA18997,Female,ThousandGenomes,EAS,JPT
NA18998,Female,ThousandGenomes,EAS,JPT
NA18999,Female,ThousandGenomes,EAS,JPT
NA19000,Male,ThousandGenomes,EAS,JPT
NA19001,Female,ThousandGenomes,EAS,JPT
NA19002,Female,ThousandGenomes,EAS,JPT
NA19003,Female,ThousandGenomes,EAS,JPT
NA19004,Male,ThousandGenomes,EAS,JPT
NA19005,Male,ThousandGenomes,EAS,JPT
NA19006,Male,ThousandGenomes,EAS,JPT
NA19007,Male,ThousandGenomes,EAS,JPT
NA19009,Male,ThousandGenomes,EAS,JPT
NA19010,Female,ThousandGenomes,EAS,JPT
NA19011,Female,ThousandGenomes,EAS,JPT
NA19012,Male,ThousandGenomes,EAS,JPT
NA19017,Female,ThousandGenomes,AFR,LWK
NA19019,Female,ThousandGenomes,AFR,LWK
NA19020,Male,ThousandGenomes,AFR,LWK
NA19023,Female,ThousandGenomes,AFR,LWK
NA19024,Female,ThousandGenomes,AFR,LWK
NA19025,Male,ThousandGenomes,AFR,LWK
NA19026,Male,ThousandGenomes,AFR,LWK
NA19027,Male,ThousandGenomes,AFR,LWK
NA19028,Male,ThousandGenomes,AFR,LWK
NA19030,Female,ThousandGenomes,AFR,LWK
NA19031,Male,ThousandGenomes,AFR,LWK
NA19035,Male,ThousandGenomes,AFR,LWK
NA19036,Female,ThousandGenomes,AFR,LWK
NA19037,Female,ThousandGenomes,AFR,LWK
NA19038,Female,ThousandGenomes,AFR,LWK
NA19041,Male,ThousandGenomes,AFR,LWK
NA19042,Female,ThousandGenomes,AFR,LWK
NA19043,Male,ThousandGenomes,AFR,LWK
NA19054,Unknown,ThousandGenomes,EAS,JPT
NA19055,Male,ThousandGenomes,EAS,JPT
NA19056,Male,ThousandGenomes,EAS,JPT
NA19057,Female,ThousandGenomes,EAS,JPT
NA19058,Male,ThousandGenomes,EAS,JPT
NA19059,Female,ThousandGenomes,EAS,JPT
NA19060,Male,ThousandGenomes,EAS,JPT
NA19062,Male,ThousandGenomes,EAS,JPT
NA19063,Male,ThousandGenomes,EAS,JPT
NA19064,Female,ThousandGenomes,EAS,JPT
NA19065,Female,ThousandGenomes,EAS,JPT
NA19066,Male,ThousandGenomes,EAS,JPT
NA19067,Male,ThousandGenomes,EAS,JPT
NA19068,Male,ThousandGenomes,EAS,JPT
NA19070,Male,ThousandGenomes,EAS,JPT
NA19072,Male,ThousandGenomes,EAS,JPT
NA19074,Female,ThousandGenomes,EAS,JPT
NA19075,Male,ThousandGenomes,EAS,JPT
NA19076,Male,ThousandGenomes,EAS,JPT
NA19077,Female,ThousandGenomes,EAS,JPT
NA19078,Female,ThousandGenomes,EAS,JPT
NA19079,Male,ThousandGenomes,EAS,JPT
NA19080,Female,ThousandGenomes,EAS,JPT
NA19081,Female,ThousandGenomes,EAS,JPT
NA19082,Male,ThousandGenomes,EAS,JPT
NA19083,Male,ThousandGenomes,EAS,JPT
NA19084,Female,ThousandGenomes,EAS,JPT
NA19085,Male,ThousandGenomes,EAS,JPT
NA19086,Male,ThousandGenomes,EAS,JPT
NA19087,Female,ThousandGenomes,EAS,JPT
NA19088,Male,ThousandGenomes,EAS,JPT
NA19089,Male,ThousandGenomes,EAS,JPT
NA19090,Female,ThousandGenomes,EAS,JPT
NA19091,Male,ThousandGenomes,EAS,JPT
NA19092,Male,ThousandGenomes,AFR,YRI
NA19093,Female,ThousandGenomes,AFR,YRI
NA19094,Female,ThousandGenomes,AFR,YRI
NA19095,Female,ThousandGenomes,AFR,YRI
NA19096,Male,ThousandGenomes,AFR,YRI
NA19097,Female,ThousandGenomes,AFR,YRI
NA19098,Male,ThousandGenomes,AFR,YRI
NA19099,Female,ThousandGenomes,AFR,YRI
NA19100,Female,ThousandGenomes,AFR,YRI
NA19101,Male,ThousandGenomes,AFR,YRI
NA19102,Female,ThousandGenomes,AFR,YRI
NA19103,Male,ThousandGenomes,AFR,YRI
NA19107,Male,ThousandGenomes,AFR,YRI
NA19108,Female,ThousandGenomes,AFR,YRI
NA19109,Female,ThousandGenomes,AFR,YRI
NA19113,Male,ThousandGenomes,AFR,YRI
NA19114,Female,ThousandGenomes,AFR,YRI
NA19115,Female,ThousandGenomes,AFR,YRI
NA19116,Female,ThousandGenomes,AFR,YRI
NA19117,Male,ThousandGenomes,AFR,YRI
NA19118,Female,ThousandGenomes,AFR,YRI
NA19119,Male,ThousandGenomes,AFR,YRI
NA19120,Male,ThousandGenomes,AFR,YRI
NA19121,Male,ThousandGenomes,AFR,YRI
NA19122,Female,ThousandGenomes,AFR,YRI
NA19123,Male,ThousandGenomes,AFR,YRI
NA19127,Female,ThousandGenomes,AFR,YRI
NA19128,Male,ThousandGenomes,AFR,YRI
NA19129,Female,ThousandGenomes,AFR,YRI
NA19130,Male,ThousandGenomes,AFR,YRI
NA19131,Female,ThousandGenomes,AFR,YRI
NA19132,Female,ThousandGenomes,AFR,YRI
NA19137,Female,ThousandGenomes,AFR,YRI
NA19138,Male,ThousandGenomes,AFR,YRI
NA19139,Male,ThousandGenomes,AFR,YRI
NA19140,Female,ThousandGenomes,AFR,YRI
NA19141,Male,ThousandGenomes,AFR,YRI
NA19142,Male,ThousandGenomes,AFR,YRI
NA19143,Female,ThousandGenomes,AFR,YRI
NA19144,Male,ThousandGenomes,AFR,YRI
NA19145,Male,ThousandGenomes,AFR,YRI
NA19146,Male,ThousandGenomes,AFR,YRI
NA19147,Female,ThousandGenomes,AFR,YRI
NA19148,Female,ThousandGenomes,AFR,YRI
NA19149,Female,ThousandGenomes,AFR,YRI
NA19150,Male,ThousandGenomes,AFR,YRI
NA19151,Female,ThousandGenomes,AFR,YRI
NA19152,Female,ThousandGenomes,AFR,YRI
NA19153,Male,ThousandGenomes,AFR,YRI
NA19154,Male,ThousandGenomes,AFR,YRI
NA19159,Female,ThousandGenomes,AFR,YRI
NA19160,Male,ThousandGenomes,AFR,YRI
NA19161,Male,ThousandGenomes,AFR,YRI
NA19171,Male,ThousandGenomes,AFR,YRI
NA19172,Female,ThousandGenomes,AFR,YRI
NA19173,Male,ThousandGenomes,AFR,YRI
NA19174,Male,ThousandGenomes,AFR,YRI
NA19175,Male,ThousandGenomes,AFR,YRI
NA19176,Unknown,ThousandGenomes,AFR,YRI
NA19177,Male,ThousandGenomes,AFR,YRI
NA19184,Male,ThousandGenomes,AFR,YRI
NA19185,Female,ThousandGenomes,AFR,YRI
NA19186,Male,ThousandGenomes,AFR,YRI
NA19189,Male,ThousandGenomes,AFR,YRI
NA19190,Female,ThousandGenomes,AFR,YRI
NA19191,Male,ThousandGenomes,AFR,YRI
NA19197,Female,ThousandGenomes,AFR,YRI
NA19198,Male,ThousandGenomes,AFR,YRI
NA19199,Female,ThousandGenomes,AFR,YRI
NA19200,Male,ThousandGenomes,AFR,YRI
NA19201,Female,ThousandGenomes,AFR,YRI
NA19202,Female,ThousandGenomes,AFR,YRI
NA19203,Male,ThousandGenomes,AFR,YRI
NA19204,Female,ThousandGenomes,AFR,YRI
NA19205,Male,ThousandGenomes,AFR,YRI
NA19206,Female,ThousandGenomes,AFR,YRI
NA19207,Male,ThousandGenomes,AFR,YRI
NA19208,Male,ThousandGenomes,AFR,YRI
NA19209,Female,ThousandGenomes,AFR,YRI
NA19210,Male,ThousandGenomes,AFR,YRI
NA19211,Male,ThousandGenomes,AFR,YRI
NA19213,Male,ThousandGenomes,AFR,YRI
NA19214,Female,ThousandGenomes,AFR,YRI
NA19215,Female,ThousandGenomes,AFR,YRI
NA19221,Female,ThousandGenomes,AFR,YRI
NA19222,Female,ThousandGenomes,AFR,YRI
NA19223,Male,ThousandGenomes,AFR,YRI
NA19224,Male,ThousandGenomes,AFR,YRI
NA19225,Female,ThousandGenomes,AFR,YRI
NA19226,Unknown,ThousandGenomes,AFR,YRI
NA19235,Female,ThousandGenomes,AFR,YRI
NA19236,Male,ThousandGenomes,AFR,YRI
NA19237,Female,ThousandGenomes,AFR,YRI
NA19238,Female,ThousandGenomes,AFR,YRI
NA19239,Male,ThousandGenomes,AFR,YRI
NA19240,Female,ThousandGenomes,AFR,YRI
NA19247,Female,ThousandGenomes,AFR,YRI
NA19248,Male,ThousandGenomes,AFR,YRI
NA19249,Male,ThousandGenomes,AFR,YRI
NA19256,Male,ThousandGenomes,AFR,YRI
NA19257,Female,ThousandGenomes,AFR,YRI
NA19258,Male,ThousandGenomes,AFR,YRI
NA19307,Male,ThousandGenomes,AFR,LWK
NA19308,Male,ThousandGenomes,AFR,LWK
NA19309,Male,ThousandGenomes,AFR,LWK
NA19310,Female,ThousandGenomes,AFR,LWK
NA19312,Male,ThousandGenomes,AFR,LWK
NA19314,Female,ThousandGenomes,AFR,LWK
NA19315,Female,ThousandGenomes,AFR,LWK
NA19316,Female,ThousandGenomes,AFR,LWK
NA19317,Male,ThousandGenomes,AFR,LWK
NA19318,Male,ThousandGenomes,AFR,LWK
NA19319,Male,ThousandGenomes,AFR,LWK
NA19320,Female,ThousandGenomes,AFR,LWK
NA19321,Female,ThousandGenomes,AFR,LWK
NA19323,Female,ThousandGenomes,AFR,LWK
NA19324,Female,ThousandGenomes,AFR,LWK
NA19327,Female,ThousandGenomes,AFR,LWK
NA19328,Female,ThousandGenomes,AFR,LWK
NA19331,Male,ThousandGenomes,AFR,LWK
NA19332,Unknown,ThousandGenomes,AFR,LWK
NA19334,Male,ThousandGenomes,AFR,LWK
NA19338,Female,ThousandGenomes,AFR,LWK
NA19346,Male,ThousandGenomes,AFR,LWK
NA19347,Male,ThousandGenomes,AFR,LWK
NA19350,Male,ThousandGenomes,AFR,LWK
NA19351,Female,ThousandGenomes,AFR,LWK
NA19355,Female,ThousandGenomes,AFR,LWK
NA19360,Male,ThousandGenomes,AFR,LWK
NA19372,Male,ThousandGenomes,AFR,LWK
NA19374,Male,ThousandGenomes,AFR,LWK
NA19375,Male,ThousandGenomes,AFR,LWK
NA19376,Male,ThousandGenomes,AFR,LWK
NA19377,Female,ThousandGenomes,AFR,LWK
NA19378,Female,ThousandGenomes,AFR,LWK
NA19379,Female,ThousandGenomes,AFR,LWK
NA19380,Male,ThousandGenomes,AFR,LWK
NA19383,Male,ThousandGenomes,AFR,LWK
NA19384,Male,ThousandGenomes,AFR,LWK
NA19385,Male,ThousandGenomes,AFR,LWK
NA19390,Female,ThousandGenomes,AFR,LWK
NA19391,Female,ThousandGenomes,AFR,LWK
NA19393,Male,ThousandGenomes,AFR,LWK
NA19394,Male,ThousandGenomes,AFR,LWK
NA19395,Unknown,ThousandGenomes,AFR,LWK
NA19397,Male,ThousandGenomes,AFR,LWK
NA19399,Female,ThousandGenomes,AFR,LWK
NA19401,Female,ThousandGenomes,AFR,LWK
NA19403,Female,ThousandGenomes,AFR,LWK
NA19404,Female,ThousandGenomes,AFR,LWK
NA19428,Male,ThousandGenomes,AFR,LWK
NA19429,Male,ThousandGenomes,AFR,LWK
NA19430,Male,ThousandGenomes,AFR,LWK
NA19431,Female,ThousandGenomes,AFR,LWK
NA19434,Female,ThousandGenomes,AFR,LWK
NA19435,Female,ThousandGenomes,AFR,LWK
NA19436,Female,ThousandGenomes,AFR,LWK
NA19437,Female,ThousandGenomes,AFR,LWK
NA19438,Female,ThousandGenomes,AFR,LWK
NA19439,Female,ThousandGenomes,AFR,LWK
NA19440,Female,ThousandGenomes,AFR,LWK
NA19443,Male,ThousandGenomes,AFR,LWK
NA19445,Female,ThousandGenomes,AFR,LWK
NA19446,Female,ThousandGenomes,AFR,LWK
NA19448,Male,ThousandGenomes,AFR,LWK
NA19449,Female,ThousandGenomes,AFR,LWK
NA19451,Male,ThousandGenomes,AFR,LWK
NA19452,Male,ThousandGenomes,AFR,LWK
NA19454,Male,ThousandGenomes,AFR,LWK
NA19455,Male,ThousandGenomes,AFR,LWK
NA19456,Female,ThousandGenomes,AFR,LWK
NA19457,Female,ThousandGenomes,AFR,LWK
NA19461,Male,ThousandGenomes,AFR,LWK
NA19462,Female,ThousandGenomes,AFR,LWK
NA19463,Female,ThousandGenomes,AFR,LWK
NA19466,Male,ThousandGenomes,AFR,LWK
NA19467,Female,ThousandGenomes,AFR,LWK
NA19468,Female,ThousandGenomes,AFR,LWK
NA19471,Female,ThousandGenomes,AFR,LWK
NA19472,Female,ThousandGenomes,AFR,LWK
NA19473,Female,ThousandGenomes,AFR,LWK
NA19474,Female,ThousandGenomes,AFR,LWK
NA19475,Female,ThousandGenomes,AFR,LWK
NA19625,Female,ThousandGenomes,AFR,ASW
NA19648,Female,ThousandGenomes,AMR,MXL
NA19649,Male,ThousandGenomes,AMR,MXL
NA19650,Male,ThousandGenomes,AMR,MXL
NA19651,Female,ThousandGenomes,AMR,MXL
NA19652,Male,ThousandGenomes,AMR,MXL
NA19653,Female,ThousandGenomes,AMR,MXL
NA19654,Female,ThousandGenomes,AMR,MXL
NA19655,Male,ThousandGenomes,AMR,MXL
NA19656,Female,ThousandGenomes,AMR,MXL
NA19657,Female,ThousandGenomes,AMR,MXL
NA19658,Male,ThousandGenomes,AMR,MXL
NA19659,Female,ThousandGenomes,AMR,MXL
NA19660,Female,ThousandGenomes,AMR,MXL
NA19661,Male,ThousandGenomes,AMR,MXL
NA19662,Female,ThousandGenomes,AMR,MXL
NA19663,Female,ThousandGenomes,AMR,MXL
NA19664,Male,ThousandGenomes,AMR,MXL
NA19665,Female,ThousandGenomes,AMR,MXL
NA19669,Female,ThousandGenomes,AMR,MXL
NA19670,Male,ThousandGenomes,AMR,MXL
NA19671,Female,ThousandGenomes,AMR,MXL
NA19675,Female,ThousandGenomes,AMR,MXL
NA19676,Male,ThousandGenomes,AMR,MXL
NA19677,Female,ThousandGenomes,AMR,MXL
NA19678,Female,ThousandGenomes,AMR,MXL
NA19679,Male,ThousandGenomes,AMR,MXL
NA19680,Female,ThousandGenomes,AMR,MXL
NA19681,Female,ThousandGenomes,AMR,MXL
NA19682,Male,ThousandGenomes,AMR,MXL
NA19683,Female,ThousandGenomes,AMR,MXL
NA19684,Female,ThousandGenomes,AMR,MXL
NA19685,Male,ThousandGenomes,AMR,MXL
NA19686,Female,ThousandGenomes,AMR,MXL
NA19700,Male,ThousandGenomes,AFR,ASW
NA19701,Female,ThousandGenomes,AFR,ASW
NA19702,Male,ThousandGenomes,AFR,ASW
NA19703,Male,ThousandGenomes,AFR,ASW
NA19704,Female,ThousandGenomes,AFR,ASW
NA19705,Male,ThousandGenomes,AFR,ASW
NA19707,Female,ThousandGenomes,AFR,ASW
NA19711,Male,ThousandGenomes,AFR,ASW
NA19712,Female,ThousandGenomes,AFR,ASW
NA19713,Female,ThousandGenomes,AFR,ASW
NA19716,Female,ThousandGenomes,AMR,MXL
NA19717,Male,ThousandGenomes,AMR,MXL
NA19718,Female,ThousandGenomes,AMR,MXL
NA19719,Female,ThousandGenomes,AMR,MXL
NA19720,Male,ThousandGenomes,AMR,MXL
NA19721,Female,ThousandGenomes,AMR,MXL
